id,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,trial_status,pcd_auto,scd_auto,rcd_auto,tabular_results,potential_other_results,registry_scraped,is_clinical_trial_manual,is_covid_manual,rcd_manual,pcd_manual,scd_manual,comments,is_intervention,is_reg_2020,is_not_withdrawn,is_eligible_study,is_rcd_cutoff_1,has_auto_reg_results_cutoff_1,is_searched_cutoff_1,is_not_withdrawn_manual,is_rcd_cutoff_1_manual,is_analysis_pop_cutoff_1,is_dupe,dupe_primary
tri00429,ChiCTR2000030690,ChiCTR,2020-03-10,2020-02-10,TRUE,The Third Affiliated Hospital of the Second Military Medical University,Recruiting,Not Applicable,Basic Science,China,Study for immune cell subsets in convalescent patients with novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,No Intervention,30,http://www.chictr.org.cn/showproj.aspx?proj=50261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00430,ChiCTR2000030687,ChiCTR,2020-03-09,2020-02-01,TRUE,"Wuhan Children's Hospital, Tongji Medical College, Huazhong University of Science & Technology",Not Recruiting,Not Applicable,Basic Science,China,Novel coronavirus pneumonia (COVID-19) associated kidney injury in children,Clinical Presentation,No Intervention,No Intervention,120,http://www.chictr.org.cn/showproj.aspx?proj=50572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00431,ChiCTR2000030686,ChiCTR,2020-03-09,2020-03-03,TRUE,Peking University Third Hospital,Recruiting,Not Applicable,Observational,China,The effects of prevention and control measures on treatment and psychological status of cancer patients during the novel coronavirus pneumonia (COVID-19) outbreak,Other (psych),Psychological,Psychological,300,http://www.chictr.org.cn/showproj.aspx?proj=50714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00432,ChiCTR2000030683,ChiCTR,2020-03-09,2020-03-09,FALSE,The Sixth Affiliated Hospital of Sun Yat-Sen University,Not Recruiting,Not Applicable,Diagnostic test,China,The prediction value of prognosis of novel coronavirus pneumonia (COVID-19) in elderly patients by modified early warning score (MEWS): a medical records based retrospective observational study,Prognosis,No Intervention,No Intervention,234,http://www.chictr.org.cn/showproj.aspx?proj=50633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00433,ChiCTR2000030681,ChiCTR,2020-03-09,2020-03-16,FALSE,Liaocheng People's Hospital,Not Recruiting,Not Applicable,Interventional,China,An anaesthesia procedure and extubation strategy for reducing patient agitation and cough after extubation that can be used to prevent the spread of Novel Coronavirus Pneumonia (COVID-19) and other infectious viruses in the operating Room,Other (physical),Extubation,Extubation,240,http://www.chictr.org.cn/showproj.aspx?proj=50763,Not yet recruiting,NA,2021-11-16,2021-11-16,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00434,ChiCTR2000030679,ChiCTR,2020-03-09,2020-01-28,TRUE,"Wuhan Children's Hospital, Tongji Medical College, Huazhong University of Science & Technology",Recruiting,Not Applicable,Observational,China,Cohort study of Novel Coronavirus Infected Diseases (COVID-19) in children,Clinical Presentation,No Intervention,No Intervention,500,http://www.chictr.org.cn/showproj.aspx?proj=50730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00435,ChiCTR2000030619,ChiCTR,2020-03-08,2020-02-01,TRUE,The First Affiliated Hospital of Bengbu Medical College,Not Recruiting,Not Applicable,Observational,China,A medical records based real world study for the characteristics and correlation mechanism of traditional Chinese medicine combined with western medicine in the treatment of patients with novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,No Intervention,160,http://www.chictr.org.cn/showproj.aspx?proj=50656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00436,ChiCTR2000030606,ChiCTR,2020-03-08,2020-03-09,FALSE,"Xiyuan Hospital, Chinese Academy of Traditional Chinese Medicine",Not Recruiting,Not Applicable,Observational,China,Medical records based study for the correlation between Chinese medicine certificate and lung image of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,Traditional Medicine,120,http://www.chictr.org.cn/showproj.aspx?proj=50713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00437,ChiCTR2000030597,ChiCTR,2020-03-08,2020-03-09,FALSE,China Academy of Chinese Medical Science,Not Recruiting,Not Applicable,Observational,China,Medical records based study for the correlation between Chinese medicine certificate and lung image of novel coronavirus pneumonia (COVID-19),Clinical Presentation,No Intervention,No Intervention,150,http://www.chictr.org.cn/showproj.aspx?proj=50702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00438,ChiCTR2000030580,ChiCTR,2020-03-08,2020-02-01,TRUE,Shanghai General Hospital,Recruiting,Phase 4,Interventional,China,Efficacy and safety of tozumab combined with adamumab(Qletli) in severe and critical patients with novel coronavirus pneumonia (COVID-19),Drug,Adamumab,Adamumab,60,http://www.chictr.org.cn/showproj.aspx?proj=50693,Recruiting,NA,2020-04-30,2020-04-30,0,0,TRUE,FALSE,NA,2020-04-30,NA,2020-04-30,Result found but retrospective: https://doi.org/10.21203/rs.3.rs-35520/v1,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,TRUE,FALSE,NA,NA
tri00439,ChiCTR2000030558,ChiCTR,2020-03-07,2020-03-07,FALSE,Guangzhou Panyu Central Hospital,No Status Given,Not Applicable,Epidemiological research,China,Cancelled by the investigator             Epidemiological research of novel coronavirus pneumonia (COVID-19) suspected cases based on virus nucleic acid test combined with low-dose chest CT screening in primary hospital,Cancelled,Cancelled,Cancelled,264,http://www.chictr.org.cn/showproj.aspx?proj=50678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00440,ChiCTR2000030545,ChiCTR,2020-03-06,2020-02-04,TRUE,Hubei Hospital of Traditional Chinese Medicine,Recruiting,Phase 4,Interventional,China,"Efficacy and safety of honeysuckle oral liquid in the treatment of novel coronavirus pneumonia (COVID-19): a multicenter, randomized, controlled, open clinical trial",Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,300,http://www.chictr.org.cn/showproj.aspx?proj=50126,Recruiting,NA,2020-04-30,2020-04-30,0,0,TRUE,TRUE,TRUE,2020-04-30,NA,2020-04-30,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00441,ChiCTR2000030528,ChiCTR,2020-03-06,2020-03-06,FALSE,The Second Clinical College of Guangzhou University of Chinese Medicine,Not Recruiting,Not Applicable,Observational,China,Application of TCM Nursing Scheme in Patients with Novel Coronavirus Pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,Traditional Medicine,60,http://www.chictr.org.cn/showproj.aspx?proj=50641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00442,ChiCTR2000030509,ChiCTR,2020-03-05,2020-03-13,FALSE,The First Hospital of Harbin Medical University,Not Recruiting,Not Applicable,Interventional,China,Cancelled by the investigator           Clinical Study of NK Cells in the Treatment of Novel Coronavirus Pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,40,http://www.chictr.org.cn/showproj.aspx?proj=49956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00443,ChiCTR2000030483,ChiCTR,2020-03-03,2020-03-01,TRUE,The first affiliated hospital of guangzhou university of Chinese medicine,Not Recruiting,Phase 1,Interventional,China,"Cancelled by the investigator         A multicentre, randomized, controlled trial for the Ba-Duan-Jin in the adjunctive treatment of patients with common type novel coronavirus pneumonia (COVID-19)",Cancelled,Cancelled,Cancelled,16,http://www.chictr.org.cn/showproj.aspx?proj=50495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00444,ChiCTR2000030478,ChiCTR,2020-03-03,2020-02-26,TRUE,"Affiliated Hospital of Traditional Chinese and Western Medicine, Nanjing University of Chinese Medicine",Not Recruiting,Not Applicable,Interventional,China,Cancelled by the investigator                                    Study for the Effectiveness and Safety of Compound Yuxingcao Mixture in the Treatment of the Novel Coronavirus Pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,120,http://www.chictr.org.cn/showproj.aspx?proj=50460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00445,ChiCTR2000030476,ChiCTR,2020-03-03,2020-03-03,FALSE,"Cancer Institute, Longhua Hospital, Shanghai University of Traditional Chinese Medicine",Recruiting,Not Applicable,Interventional,China,Study for meditation assists for the rehabilitation of patients with novel coronaviruse pneumonia (COVID-19),Traditional Medicine (Other),Traditional Medicine,Traditional Medicine,200,http://www.chictr.org.cn/showproj.aspx?proj=50455,Recruiting,NA,2020-07-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00446,ChiCTR2000030466,ChiCTR,2020-03-02,2020-02-26,TRUE,"Yongchuan Hospital, Chongqing Medical University",No Status Given,Not Applicable,Observational,China,Cancelled due to lack of patients                                       Investigation on Mental Health Status and Psychological Intervention of Hospitalized Patients with Novel Coronavirus Pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,50,http://www.chictr.org.cn/showproj.aspx?proj=50387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00447,ChiCTR2000030417,ChiCTR,2020-03-01,2020-03-01,FALSE,Harbin Infectious Diseases Hospital,No Status Given,Not Applicable,Interventional,China,Cancelled by the investigator                               Efficacy and safety of chloroquine phosphate inhalation combined with standard therapy in the treatment of novel coronavirus pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,30,http://www.chictr.org.cn/showproj.aspx?proj=50279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00448,ChiCTR2000030388,ChiCTR,2020-03-01,2020-02-18,TRUE,Jingzhou First People's Hospital,Recruiting,Not Applicable,Interventional,China,Efficacy and safety of Xue-Bi-Jing injection in the treatment of severe cases of novel coronavirus pneumonia (COVID-19),Traditional Medicine (Drug),Traditional Medicine,Traditional Medicine,60,http://www.chictr.org.cn/showproj.aspx?proj=50306,Recruiting,NA,NA,NA,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri00449,ChiCTR2000030381,ChiCTR,2020-02-29,2020-02-29,FALSE,"The First People's Hospital of Jiangxia District, Wuhan (Union Jiangnan Hospital)",Not Recruiting,Not Applicable,Interventional,China,"Cancelled by investigator           A randomized, open-label, controlled and single-center trial to evaluate the efficacy and safety of anti-SARS-CoV-2 inactivated convalescent plasma in the treatment of novel coronavirus pneumonia (COVID-19) patient",Cancelled,Cancelled,Cancelled,40,http://www.chictr.org.cn/showproj.aspx?proj=50290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00450,ChiCTR2000030329,ChiCTR,2020-02-28,2020-03-05,FALSE,The Second Affiliated Hospital of Xi'an Medical University,Not Recruiting,Not Applicable,Interventional,China,Cancelled by the investigator                          Clinical trial for umbilical cord blood CIK and NK cells in the treatment of mild and general patients infected with novel coronavirus pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,90,http://www.chictr.org.cn/showproj.aspx?proj=49779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00451,ChiCTR2000030306,ChiCTR,2020-02-28,2020-03-19,FALSE,Luohu hospital group medical center of Shenzhen University,No Status Given,Not Applicable,Observational,China,Cancelled by the investigator                               Mechanism of novel coronavirus pneumonia (COVID-19) virus with silent latent immune system induced by envelope protein and vaccine development,Cancelled,Cancelled,Cancelled,15,http://www.chictr.org.cn/showproj.aspx?proj=50222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00452,ChiCTR2000030221,ChiCTR,2020-02-25,2020-01-31,TRUE,Guangzhou Panyu Central Hospital,Recruiting,Not Applicable,Health services research,No Country Given,Cancelled by the investigator               Study for sleep status of medical staffs of hospitals administrating suspected cases of Novel Coronavirus Pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,960,http://www.chictr.org.cn/showproj.aspx?proj=50071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00453,ChiCTR2000030187,ChiCTR,2020-02-24,2020-02-25,FALSE,Jingzhou First People's Hospital,Recruiting,Not Applicable,Interventional,China,Clinical study for Lopinavir and Ritonavir in the treatment of novel coronavirus pneumonia (COVID-19),Drug,Lopinavir/ritonavir,lopinavir/ritonavir,60,http://www.chictr.org.cn/showproj.aspx?proj=50057,Recruiting,NA,2020-03-25,2020-03-25,0,0,TRUE,TRUE,TRUE,2020-03-25,NA,2020-03-25,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,NA,NA
tri00454,ChiCTR2000030135,ChiCTR,2020-02-24,2020-02-25,FALSE,The Second Affiliated Hospital Of Xi'an Jiaotong University,Not Recruiting,Not Applicable,Interventional,China,Cancelled by the investigator                  A randomized controlled trial for high-dose Vitamin C in the treatment of severe and critical novel coronavirus pneumonia (COVID-19) patients,Cancelled,Cancelled,Cancelled,39,http://www.chictr.org.cn/showproj.aspx?proj=50002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00455,ChiCTR2000030114,ChiCTR,2020-02-23,2020-02-24,FALSE,Peking University People's Hospital,Not Recruiting,Not Applicable,Diagnostic test,China,"Lung ultrasound in the diagnosis, treatment and prognosis of pulmonary lesions of novel coronavirus pneumonia (COVID-19)",Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,150,http://www.chictr.org.cn/showproj.aspx?proj=49987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00456,ChiCTR2000030085,ChiCTR,2020-02-22,2020-02-22,FALSE,Affiliated Hospital of Zunyi Medical University,No Status Given,Not Applicable,Diagnostic test,China,Cancelled by the investigator               Study for the false positive rate of IgM / IgG antibody test kit for novel coronavirus pneumonia (COVID-19) in different inpatients,Cancelled,Cancelled,Cancelled,400,http://www.chictr.org.cn/showproj.aspx?proj=49948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00457,ChiCTR2000030082,ChiCTR,2020-02-22,2020-02-23,FALSE,The First Affiliated Hospital of Nanchang University,No Status Given,Phase 4,Interventional,China,Cancelled by the investigator             Randomized controlled trial for the efficacy of dihydroartemisinine piperaquine in the treatment of mild/common novel coronavirus pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,40,http://www.chictr.org.cn/showproj.aspx?proj=49915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00458,ChiCTR2000030055,ChiCTR,2020-02-22,2020-02-10,TRUE,The First Affiliated Hospital of Guangzhou Medical University,Recruiting,Phase 4,Prognosis,China,Multicenter study for the treatment of Dipyridamole with novel coronavirus pneumonia (COVID-19),Drug,Dipyridamole,Dipyridamole,460,http://www.chictr.org.cn/showproj.aspx?proj=49864,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,2020-04-10,NA,2020-04-10,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,TRUE,TRUE,FALSE,NA,NA
tri00459,ChiCTR2000030031,ChiCTR,2020-02-21,2020-02-20,TRUE,The Sixth Affiliated Hospital of Guangzhou Medical University (Qingyuan People's Hospital),No Status Given,Phase 4,Interventional,China,"Cancelled by the investigator                              A randomized, double-blind, parallel, controlled trial for comparison of phosphoric chloroquine combined with standard therapy and standard therapy in mild/common patients with novel coronavirus pneumonia (COV",Cancelled,Cancelled,Cancelled,120,http://www.chictr.org.cn/showproj.aspx?proj=49806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00460,ChiCTR2000030005,ChiCTR,2020-02-19,2020-02-21,FALSE,"Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology",Not Recruiting,Not Applicable,Diagnostic test,China,Nucleic acid analysis of novel coronavirus pneumonia (COVID-19) in morning sputum samples and pharyngeal swabs-a prospectively diagnostic test,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,200,http://www.chictr.org.cn/showproj.aspx?proj=49669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00461,ChiCTR2000029984,ChiCTR,2020-02-18,2020-03-01,FALSE,"Guangzhou reborn health management consultation co., LTD",Not Recruiting,Not Applicable,Interventional,No Country Given,Cancelled by the investigator              Study on the effect of human placenta biological preparation on the defense of immune function against novel coronavirus pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,60,http://www.chictr.org.cn/showproj.aspx?proj=49712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00462,ChiCTR2000029957,ChiCTR,2020-02-17,2020-02-24,FALSE,The Second Affiliated Hospital Of Xi'an Jiaotong University,Not Recruiting,Not Applicable,Observational,China,Cancelled by the investigator                         An observational study of high-dose Vitamin C in the treatment of severe and critical patients with novel coronavirus pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,66,http://www.chictr.org.cn/showproj.aspx?proj=49633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00463,ChiCTR2000029895,ChiCTR,2020-02-16,2020-02-16,FALSE,Guangzhou Eighth People's Hospital,Recruiting,Phase 1/Phase 2,Interventional,China,Cancelled by investigator                Single arm study for the efficacy and safety of GD31 in patients with novel coronavirus pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,160,http://www.chictr.org.cn/showproj.aspx?proj=49569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00464,ChiCTR2000029837,ChiCTR,2020-02-15,2020-02-17,FALSE,Jingzhou Central Hospital,Not Recruiting,Phase 4,Interventional,China,"Cancelled by the investigator          A randomized, double-blind, parallel, controlled trial for comparison of phosphoric chloroquine combined with standard therapy and standard therapy in mild/common patients with novel coronavirus pneumonia (COVID-19)",Cancelled,Cancelled,Cancelled,120,http://www.chictr.org.cn/showproj.aspx?proj=49495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00465,ChiCTR2000029826,ChiCTR,2020-02-14,2020-02-17,FALSE,Jingzhou Central Hospital,Not Recruiting,Phase 4,Interventional,China,"Cancelled by the investigator            A randomized, double-blind, parallel, controlled trial for comparison of phosphoric chloroquine combined with standard therapy and standard therapy in serious/critically ill patients with novel coronavirus pneumonia (COVID-19)",Cancelled,Cancelled,Cancelled,45,http://www.chictr.org.cn/showproj.aspx?proj=49481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00466,ChiCTR2000029820,ChiCTR,2020-02-14,2020-02-01,TRUE,Wuhan Asia General Hospital,No Status Given,Not Applicable,Observational,China,Cancelled by investigator                                      A cox regression analysis of prognosis of novel coronavirus pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,410,http://www.chictr.org.cn/showproj.aspx?proj=49492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri00467,ChiCTR2000029818,ChiCTR,2020-02-14,2020-02-20,FALSE,"Guangzhou reborn health management consultation co., LTD",Not Recruiting,Not Applicable,Interventional,No Country Given,Cancelled by the investigator            Clinical Study for Umbilical Cord Blood Plasma in the Treatment of Acute Novel Coronavirus Pneumonia (COVID-19),Cancelled,Cancelled,Cancelled,60,http://www.chictr.org.cn/showproj.aspx?proj=49382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
